idi,idj,farmi,farmj,bmai,bmaj,dij1,dij2,dij3,dij4,dij5,dij6,dij7,dij8,dij9,dij10,dij11,dij12,dij13,dij14,fbi,fbj,farmij,bma1
25,25,168,168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-168,1-168,168168,1
25,39,168,179,1,1,17038.863,832.98639,802.84473,720.25256,17050.088,17730.311,32648.762,117650.06,228271.69,49724.328,48586.352,45349.773,38002.547,16990.332,1-168,1-179,168179,1
25,45,168,215,1,1,15886.57,685.66211,638.52112,566.7616,15891.439,16268.594,29436.131,106914.41,208459.23,32349.338,30728.832,28618.402,24861.324,15922.792,1-168,1-215,168215,1
25,40,168,222,1,1,18030.629,875.86395,827.56158,747.82642,18043.398,18854.656,35328.602,125795.23,244094.63,49986.523,48324.641,45328.004,38774.086,18021.77,1-168,1-222,168222,1
25,41,168,228,1,1,18774.9,928.54193,877.92804,786.14661,18787.662,19612.033,35161.648,122817.41,237896.19,52644.203,50789.438,47419.727,40360.723,18770.254,1-168,1-228,168228,1
25,49,168,251,1,1,20110.32,994.04987,970.86554,905.80585,20121.623,20809.609,36150.84,124708.89,240948.83,56840.914,55988.961,53515.875,46494.051,20111.359,1-168,1-251,168251,1
25,38,168,320,1,1,15245.282,724.58276,692.93756,627.91193,15257.277,16025.215,32801.852,126850.7,247430.97,43154.289,42062.336,39408.863,33242.457,15176.253,1-168,1-320,168320,1
25,57,168,342,1,1,30755.035,1325.8979,1301.5544,1215.04,30761.336,31339.775,48878.289,147971.94,279769.13,63134.246,62458.125,60145.871,53468.422,30758.219,1-168,1-342,168342,1
25,52,168,370,1,1,24232.102,1120.4558,1099.2159,1038.0343,24243.527,24941.023,40928.5,135204.33,258966.2,59477.523,58801.313,56612.043,50464.023,24181.451,1-168,1-370,168370,1
25,48,168,377,1,1,19399.768,904.56464,881.14929,819.58313,19411.008,20090.23,34842.75,123660.02,240685.39,52184.457,51354.344,48844.098,42277.992,19375.299,1-168,1-377,168377,1
25,43,168,44,1,1,15401.793,709.01587,676.76563,629.53253,15405.389,15740.25,29455.551,109776.8,214532.98,38471,37430.871,36167.828,32547.219,15444.599,1-168,1-44,16844,1
25,44,168,45,1,1,15490.104,706.69385,681.16479,633.52582,15493.037,15772.782,28509.797,104626.32,204195.91,37485.539,36558.816,34844.777,30601.721,15447.208,1-168,1-45,16845,1
25,42,168,46,1,1,14418.742,603.49884,572.66803,511.76254,14422.145,14741.547,26886.295,96583.406,188219.81,30118.096,28727.459,27040.572,23443.111,14384.264,1-168,1-46,16846,1
25,58,168,502,1,1,28995.496,1286.0862,1219.1708,1120.4385,29000.439,29464.516,46292.887,144091.55,273191.5,61468.633,59185.625,56368.316,51467.313,28929.066,1-168,1-502,168502,1
25,59,168,504,1,1,29898.928,1249.6893,1177.5282,1081.7172,29904.096,30390.051,48757.672,149970.3,283406.63,58237.957,56029.316,53345.66,48504.258,29916.961,1-168,1-504,168504,1
25,33,168,51,1,1,6835.2412,313.9025,296.5235,267.17331,6837.1245,7012.1772,13549.282,51455.711,100790.52,16189.398,15716.608,14509.546,12350.34,6854.3823,1-168,1-51,16851,1
25,29,168,52,1,1,6013.3164,299.58502,264.55145,227.03247,6014.5518,6129.4146,10154.601,33653.879,64765.715,12086.812,11514.727,10932.396,10182.252,5951.9771,1-168,1-52,16852,1
25,28,168,53,1,1,6317.6147,261.75735,235.61452,209.64761,6318.5835,6410.5659,10412.09,34126.578,65647.539,10488.096,9284.1045,8880.8516,8693.9463,6352.1221,1-168,1-53,16853,1
25,27,168,54,1,1,5826.9082,230.79366,210.06128,191.5112,5828.0386,5931.9448,9473.5391,30169.299,57742.535,9384.2305,8392.9023,8198.4512,8199.8779,5786.4541,1-168,1-54,16854,1
25,26,168,55,1,1,1279.6504,87.802719,83.535988,62.996037,1279.7567,1290.0154,1831.2028,5658.5317,10861.614,3212.207,3104.7646,2810.9275,2149.4993,1289.8508,1-168,1-55,16855,1
25,34,168,57,1,1,8111.6401,349.55103,344.12433,319.57065,8117.7646,8637.8262,20497.932,81606.352,160009.41,16757.984,16900.402,16913.455,15194.432,8110.0376,1-168,1-57,16857,1
25,36,168,59,1,1,11270.969,542.87531,520.13684,451.9715,11278.437,11926.5,29783.318,123291.85,242573.67,32810.984,31791.594,29396.99,23934.445,11248.163,1-168,1-59,16859,1
25,56,168,84,1,1,29649.217,1302.2155,1282.1292,1218.6614,29661.328,30424.922,48564.09,148154.66,279893.38,63551.648,62695.438,60482.648,54147.156,29607.176,1-168,1-84,16884,1
25,90,168,16,1,2A,25631.316,1218.8527,1168.4052,1092.1855,25639.971,26450.389,45622.742,129087.64,240081.8,63538.086,61699.168,59011.531,53644.613,25592.426,1-168,2-16,16816,
25,89,168,18,1,2A,25005.986,1188.6349,1141.6865,1069.3472,25014.594,25819.072,45264.098,128193.14,238613.22,62610.531,60886.574,58314.598,53217.309,25002.416,1-168,2-18,16818,
25,87,168,20,1,2A,24861.744,1164.5624,1114.6729,1050.2701,24870.398,25680.451,45260.598,128226.65,238745.84,61729.09,59943.426,57391.941,52627.129,24853.756,1-168,2-20,16820,
25,86,168,22,1,2A,23967.768,1127.7347,1085.5134,1029.3041,23975.984,24745.854,44591.238,127353.98,237271.7,60733.941,59099.434,56716.824,52062.355,23953.961,1-168,2-22,16822,
25,83,168,25,1,2A,23058.107,1120.254,1072.3915,1014.1917,23066.066,23811.348,45115.699,131707.63,245730.91,60921.551,59113.742,56556.227,51812.039,23029.822,1-168,2-25,16825,
25,85,168,26,1,2A,22806.619,1160.6666,1106.9191,1032.1514,22815.24,23624.492,42898.977,122064.42,227184.84,64410.414,61800.316,58271.797,53688.082,22778.574,1-168,2-26,16826,
25,82,168,27,1,2A,22410.592,1130.5851,1078.9435,999.92761,22418.674,23174.273,44489.73,130078.56,242654.45,60860.168,59783.832,57049.039,51449.992,22347.08,1-168,2-27,16827,
25,77,168,276,1,2A,20212.1,974.08844,935.1297,881.33301,20219.348,20896.338,40640.043,133406.61,250286.81,53481.98,51986.496,50329.211,46626.727,20194.238,1-168,2-276,168276,
25,79,168,29,1,2A,21812.338,1073.5963,1033.4015,980.08459,21821.35,22657.234,43817.953,124462.8,231696.92,58738.152,57266.496,56087.07,53836.426,21888.711,1-168,2-29,16829,
25,80,168,32,1,2A,21537.025,1086.848,1037.4449,972.18762,21544.855,22277.688,42925.594,126384.53,235099.55,60056.035,58983.688,56281.355,51041.625,21498.578,1-168,2-32,16832,
25,96,168,33,1,2A,23973.973,1142.2063,1084.8441,992.2149,23981.529,24678.504,46615.168,154947.44,291956.91,55377.055,54110.816,50978.203,44110.836,23949.326,1-168,2-33,16833,
25,95,168,34,1,2A,23428.973,1139.4331,1084.0304,989.57336,23436.307,24111.955,45355.602,149831.03,281873.88,55508.805,54502.48,51194.367,44180.754,23425.098,1-168,2-34,16834,
25,76,168,37,1,2A,21505.059,1047.0182,1006.9185,932.61823,21511.816,22134.188,42804.387,143613.78,270187.41,53620.832,52801.84,49717.719,43070.73,21486.699,1-168,2-37,16837,
25,72,168,378,1,3A,32938.438,1621.78,1587.6174,1529.3831,32950.527,33627.43,50541.352,121980.18,220346.78,113661.5,113132.85,112465.32,107863.23,32950.961,1-168,4-378,168378,
25,70,168,400,1,3A,37445.297,1832.5555,1788.9917,1711.7065,37457.68,38162.121,56246.234,132754.7,237989.53,124677.26,123733.13,122660.33,117313.98,37472.453,1-168,4-400,168400,
25,67,168,404,1,3A,49833.941,2344.4785,2304.2273,2232.5342,49846.16,50534.336,67077.492,140193.2,245073.17,147596.33,146896.45,145764.8,140238.69,49864.418,1-168,4-404,168404,
25,68,168,412,1,3A,43672.508,2134.7324,2091.0161,2014.5688,43684.648,44366.07,61178.332,134769.94,238264.83,140681.08,139587.94,138308.36,132448.86,43691.188,1-168,4-412,168412,
25,71,168,496,1,3A,34846.355,1705.9659,1666.0345,1598.4243,34858.133,35504.68,51257.77,116253.84,207428.28,117888.6,117182.09,116205.19,111306.84,34834.059,1-168,4-496,168496,
25,66,168,501,1,3A,53274.879,2444.0386,2409.5242,2352.8782,53287.039,53970.883,71515.406,151638.16,262254.75,160804.52,160359.45,160052.98,156167.64,53285.473,1-168,4-501,168501,
25,69,168,507,1,3A,40403.871,1996.542,1954.4955,1869.8253,40415.746,41072.063,57264.789,125143.54,221007.13,134049.97,133191.72,131686.58,125058.89,40376.781,1-168,4-507,168507,
25,47,168,186,1,3C,12392.326,541.29706,516.00891,475.57416,12403.938,13279.793,32024.527,122252.16,233400.81,28849.701,28659.201,29021.877,27115.262,11487.144,1-168,6-186,168186,
25,46,168,206,1,3C,13526.26,583.14056,551.97443,515.41455,13538.02,14434.473,33713.199,115123.34,219670.78,29960.365,29504.566,29822.553,28962.203,12428.379,1-168,6-206,168206,
39,39,179,179,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-179,1-179,179179,1
39,45,179,215,1,1,7702.5859,324.34921,285.50269,244.246,7703.9292,7833.5361,12904.743,41360.348,77747.859,11569.006,9767.4209,8667.4814,7664.1167,7666.8252,1-179,1-215,179215,1
39,40,179,222,1,1,1211.4452,54.752834,47.835217,44.860844,1211.9165,1255.932,2707.5752,8972.4668,17081.566,2263.6797,2060.5825,1960.8662,1880.1969,1207.1677,1-179,1-222,179222,1
39,41,179,228,1,1,1941.0715,117.1542,107.19274,90.869835,1941.2362,1957.2367,2540.6245,5994.6392,10883.844,5107.4741,4790.8071,4341.9009,3757.936,1955.6532,1-179,1-228,179228,1
39,49,179,251,1,1,3071.4561,165.85941,161.05057,147.77306,3071.5454,3080.3472,3710.2346,8064.4502,14203.769,7702.771,7608.4478,7177.6943,6253.4717,3121.0276,1-179,1-251,179251,1
39,57,179,342,1,1,15642.324,714.96375,709.52649,690.48834,15642.563,15666.034,17655.295,33117.777,55389.961,26462.393,26646.771,26479.34,25545.25,15674.114,1-179,1-342,179342,1
39,52,179,370,1,1,7607.4644,327.96371,326.65259,322.89224,7607.7627,7637.1294,9608.1406,20350.164,34587.039,13987.593,13947.438,13799.548,13359.636,7605.5166,1-179,1-370,179370,1
39,48,179,377,1,1,3189.3582,164.95918,163.53064,158.85796,3189.4189,3195.4238,3716.6321,8932.1699,16388.393,6971.3149,6985.2754,6882.5513,6629.9053,3213.7607,1-179,1-377,179377,1
39,43,179,44,1,1,9553.2715,423.9093,387.41226,350.84119,9557.2803,9912.8105,18468.262,64704.703,124141.59,14253.726,12597.934,11745.289,11099.409,9388.21,1-179,1-44,17944,1
39,44,179,45,1,1,8173.3188,342.07938,301.41879,257.56699,8174.7622,8314.1182,13868.32,44207.156,82982.703,11848.037,10203.04,9149.8223,8125.8462,8166.7119,1-179,1-45,17945,1
39,42,179,46,1,1,8740.502,346.43765,297.83282,250.01616,8742.7686,8955.2461,15550.832,51568.348,97682.414,12810.031,10659.284,9263.8584,7844.6016,8683.7744,1-179,1-46,17946,1
39,58,179,502,1,1,12122.323,512.96375,511.65259,507.70508,12123.079,12196.551,15034.299,29237.385,48812.324,23345.795,23149.6,22866.756,22390.699,12104.494,1-179,1-502,179502,1
39,59,179,504,1,1,14869.063,697.91156,695.65436,690.54138,14869.396,14902.216,17426.523,35116.129,59027.445,30365.75,30390.148,30327.652,30026.238,14915.736,1-179,1-504,179504,1
39,56,179,84,1,1,13790.898,607.28796,606.87866,601.40314,13792.484,13942.017,17341.098,33300.488,55514.207,23999.186,23824.389,23763.709,23578.953,13777.156,1-179,1-84,17984,1
39,90,179,16,1,2A,17531.279,724.43988,673.66327,614.95184,17537.76,18131.836,34360.133,117083.67,223085.86,25824.131,23548.201,22084,20523.424,17169.088,1-179,2-16,17916,
39,89,179,18,1,2A,16905.949,698.13605,650.26117,594.1972,16912.383,17500.52,33745.219,116189.17,221617.28,24849.965,22738.221,21378.316,20040.457,16579.076,1-179,2-18,17918,
39,87,179,20,1,2A,16761.707,674.21997,623.27899,574.55188,16768.188,17361.898,33375.344,116222.68,221749.91,23970.934,21871.123,20524.42,19466.939,16430.416,1-179,2-20,17920,
39,86,179,22,1,2A,15867.73,642.48071,599.16064,559.06262,15873.772,16427.299,31732.559,114262.77,220275.77,23327.451,21239.279,20045.166,19160.697,15530.621,1-179,2-22,17922,
39,83,179,25,1,2A,14958.07,622.54193,574.9447,533.84344,14964.015,15506.488,29735.391,105636.75,203678.98,22945.328,20750.533,19443.543,18487.018,14606.483,1-179,2-25,17925,
39,85,179,26,1,2A,15292.394,663.63263,615.74005,556.79529,15297.582,15780.91,30223.057,108217.43,208793.59,24755.092,22846.5,21153.004,19370.574,14941.004,1-179,2-26,17926,
39,82,179,27,1,2A,14486.297,622.94788,577.21594,519.82855,14491.543,14976.74,29109.426,104022.7,200602.53,22604.354,21087.539,19817.342,18214.605,14099.471,1-179,2-27,17927,
39,77,179,276,1,2A,11400.938,471.30612,434.52765,398.69302,11404.166,11706.511,22481.377,80913.547,155962.75,19176.297,17800.021,16691.523,15419.26,11302.285,1-179,2-276,179276,
39,79,179,29,1,2A,14400.629,603.83673,558.59784,507.88019,14405.596,14868.689,28605.385,102049.63,196880.23,22746.924,21030.482,19568.217,18043.475,14109.718,1-179,2-29,17929,
39,80,179,32,1,2A,13627.377,580.14288,536.7359,492.20697,13632.327,14091.02,27545.289,99267.07,191723.63,21600.354,20105.283,18910.75,17617.648,13250.969,1-179,2-32,17932,
39,96,179,33,1,2A,13642.641,567.06122,504.49435,442.62415,13651.319,14325.695,28456.502,101873.9,196605.52,18571.537,16200.452,14850.485,13723.153,13661.656,1-179,2-33,17933,
39,95,179,34,1,2A,13126.934,565.19952,504.21536,439.67795,13134.646,13760.546,27196.938,96757.484,186522.47,18245.643,16317.206,14939.475,13737.162,13137.428,1-179,2-34,17934,
39,76,179,37,1,2A,11232.309,473.74603,428.64487,382.87213,11239.214,11790.716,24645.721,89374.117,172564.25,15773.549,14329.647,13309.06,12502.351,11257.606,1-179,2-37,17937,
39,72,179,378,1,3A,26947.322,1141.1315,1081.712,1007.7052,26956.602,27751.504,41910.93,119049.69,218848.03,50252.637,47922.52,45877.563,42922.66,26636.385,1-179,4-378,179378,
39,70,179,400,1,3A,31454.182,1351.3083,1298.7859,1230.2716,31463.789,32289.977,47771.477,130149.27,237613.44,62424.125,60080.922,58387.422,55649.402,31157.881,1-179,4-400,179400,
39,67,179,404,1,3A,43842.828,1870.483,1821.696,1763.7092,43852.324,44667.172,59002.227,137922.34,244721.83,86318.922,84250.352,82628.156,80509.281,43549.844,1-179,4-404,179404,
39,68,179,412,1,3A,37681.391,1660.0817,1601.6335,1517.0593,37690.809,38498.707,53101.586,132479.94,237888.73,77720.336,75083.836,72820.766,68850.133,37376.613,1-179,4-412,179412,
39,71,179,496,1,3A,28855.238,1233.7007,1184.4938,1121.7455,28864.242,29632.535,42783.016,113323.77,205929.52,55986.965,53911.863,52216.496,49609.699,28519.484,1-179,4-496,179496,
39,66,179,501,1,3A,47283.762,1967.0454,1909.9851,1840.7794,47293.25,48108.664,63926.402,150184.08,263275.34,90654.195,88619.742,87053.258,85156.445,46970.898,1-179,4-501,179501,
39,69,179,507,1,3A,34412.754,1522.6031,1465.6514,1382.5302,34421.859,35199.914,49139.688,122853.54,220631.03,71297.258,69026.555,66711.461,62844.996,34062.211,1-179,4-507,179507,
39,47,179,186,1,3C,14828.086,647.43988,603.9447,559.41913,14844.11,15939.153,37937.125,147632.11,288408.19,27953.572,25892.768,24898.707,24916.498,14594.233,1-179,6-186,179186,
39,46,179,206,1,3C,15962.02,686.8866,637.40869,596.59698,15978.191,17139.697,39626.051,152415.64,297364.91,29009.426,26681.607,25610.793,26585.639,15535.469,1-179,6-206,179206,
45,45,215,215,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-215,1-215,215215,1
45,49,215,251,1,1,5684.7339,209.75284,188.32777,170.49763,5686.8203,5869.981,10760.168,33820.703,64676.797,6590.4106,5422.2627,4953.686,4688.6802,5628.3711,1-215,1-251,215251,1
45,57,215,342,1,1,17610.939,879.21539,856.79596,823.45007,17612.262,17736.234,22572.783,56109.672,103053.85,32793.082,32117.869,31843.82,31992.957,17629.025,1-215,1-342,215342,1
45,52,215,370,1,1,9854.3389,506.50568,490.28375,465.09998,9855.8105,9995.0693,14332.107,41117.309,77342.828,19209.883,18699.504,18536.555,18443.418,9853.3115,1-215,1-370,215370,1
45,48,215,377,1,1,8319.4561,331.31067,309.69482,292.86816,8321.5879,8509.2637,13593.065,40183.977,76097.031,11439.47,10234.813,9823.3516,9608.3896,8252.9863,1-215,1-377,215377,1
45,58,215,502,1,1,13697.422,667.44446,646.08093,615.39355,13698.688,13816.999,18157.639,48280.086,89420.305,29991.721,28962.594,28005.197,26716.627,13645.008,1-215,1-502,215502,1
45,59,215,504,1,1,14600.854,647.09979,625.24091,590.7804,14602.344,14742.534,20058.422,54144.566,99950.172,27777.738,26855.588,26141.125,25208.697,14632.902,1-215,1-504,215504,1
45,56,215,84,1,1,15759.513,777.44672,754.94708,728.88068,15761.662,15960.926,21828.721,56292.383,103178.09,29838.145,29243.584,29032.184,29436.744,15732.067,1-215,1-84,21584,1
45,90,215,16,1,2A,11970.829,543.4422,521.40271,481.8165,11979.752,12468.229,24454.402,86306.836,165816.22,22149.041,20769.502,19811.684,18448.668,11719.823,1-215,2-16,21516,
45,89,215,18,1,2A,11345.5,513.26074,493.95657,457.91159,11354.376,11836.913,23839.488,85412.336,164347.66,21063.805,19766.65,18896.279,17797.52,11129.813,1-215,2-18,21518,
45,87,215,20,1,2A,11201.259,489.13605,466.97205,438.65143,11210.181,11698.291,23469.613,85445.836,164480.27,20160.68,18893.832,18068.846,17274.734,10981.152,1-215,2-20,21520,
45,86,215,22,1,2A,10307.281,454.36734,440.05176,420.21201,10315.766,10763.692,21826.826,83485.922,163006.13,19344.082,18110.922,17434.061,16790.34,10081.357,1-215,2-22,21522,
45,83,215,25,1,2A,9397.6211,437.76416,420.05948,400.08597,9405.8496,9842.8828,19829.66,74859.906,146409.34,19141.818,17854.418,17072.594,16365.793,9157.2197,1-215,2-25,21525,
45,85,215,26,1,2A,9526.9111,451.59412,433.98334,409.1358,9533.0508,10078.062,20317.324,77440.586,151523.95,19699.4,18603.336,17670.002,16637.869,9491.7402,1-215,2-26,21526,
45,82,215,27,1,2A,8750.1045,419.12924,405.39679,384.40268,8758.4561,9313.1338,19203.693,73245.852,143332.89,18558.863,17561.932,16875.387,16037.183,8650.207,1-215,2-27,21527,
45,77,215,276,1,2A,5863.2852,271.06122,266.89172,264.97684,5865.1763,6042.9043,12575.646,50136.711,98693.117,15199.164,14222.103,13658.009,12926.158,5853.0215,1-215,2-276,215276,
45,79,215,29,1,2A,8635.1455,404.12924,389.09457,368.08658,8640.749,9135.3887,18699.654,71272.789,139610.59,19312.939,17858.781,16750.393,15605.471,8660.4541,1-215,2-29,21529,
45,80,215,32,1,2A,7876.5386,369.64172,357.82391,349.07407,7884.6792,8427.4141,17639.557,68490.227,134453.98,17366.072,16386.559,15727.306,15172.881,7801.7051,1-215,2-32,21532,
45,96,215,33,1,2A,8394.9521,446.51474,417.57465,376.39764,8401.0547,8843.4482,18550.771,71097.055,139335.88,16706.146,16376.225,15724.246,13865.352,8377.9951,1-215,2-33,21533,
45,95,215,34,1,2A,7879.2446,439.87982,414.00415,370.26215,7884.3208,8276.9004,17291.205,65980.648,129252.84,16504.529,16546.861,15806.885,13838.95,7853.7666,1-215,2-34,21534,
45,76,215,37,1,2A,5984.6201,359.41949,349.25699,323.76727,5988.0137,6296.1499,14739.988,58597.277,115294.62,15088.307,15315.136,14849.775,13173.896,5973.9453,1-215,2-37,21537,
45,72,215,378,1,3A,21181.838,967.78912,942.62701,915.91223,21187.115,21668.4,32005.197,86778.664,158380.3,52943.531,51776.426,50688.547,49244,21187.121,1-215,4-378,215378,
45,70,215,400,1,3A,25688.699,1183.8549,1165.4432,1136.5787,25694.305,26206.811,37865.746,97667.836,177022.95,66335.227,65585.766,64759,63347.508,25708.617,1-215,4-400,215400,
45,67,215,404,1,3A,38077.344,1713.254,1698.3813,1679.5642,38082.836,38583.879,49091.063,105440.1,184131.34,88685.859,88226.281,87565.969,87014.57,38100.582,1-215,4-404,215404,
45,68,215,412,1,3A,31915.906,1499.2789,1480.2284,1456.4839,31921.32,32415.414,43190.422,99997.688,177298.25,84461.453,83581.172,82666.586,81514.625,31927.352,1-215,4-412,215412,
45,71,215,496,1,3A,23089.756,1066.1202,1051.2362,1028.0164,23094.758,23549.369,32877.281,81052.32,145461.8,60125.328,59577.758,58669.422,57276.523,23070.221,1-215,4-496,215496,
45,66,215,501,1,3A,41518.277,1803.2155,1779.0797,1746.9011,41523.762,42025.363,53591.352,117093.07,201841.28,94899.57,94221,93421.313,92586.625,41521.637,1-215,4-501,215501,
45,69,215,507,1,3A,28647.271,1363.3129,1346.4432,1313.6117,28652.373,29116.75,39233.957,90371.289,160040.55,77477.156,76847.313,75681.469,73428.688,28612.945,1-215,4-507,215507,
45,47,215,186,1,3C,7125.5,347.19275,337.89114,331.84256,7140.2231,8109.2212,27054.4,114513.7,226696.47,17705.855,17531.373,17983.639,18692.846,6927.4082,1-215,6-186,215186,
45,46,215,206,1,3C,8259.4336,390.90024,375.8822,374.09146,8274.3047,9309.7646,28743.328,119297.23,235653.19,19212.113,18711.688,19069.377,20847.328,7868.6431,1-215,6-206,215206,
40,45,222,215,1,1,6491.1406,269.92291,227.79477,192.40512,6492.3735,6611.3203,11416.943,39451.27,76385.242,8453.5225,6887.3833,5931.7065,5366.7939,6459.6577,1-222,1-215,222215,1
40,40,222,222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-222,1-222,222222,1
40,41,222,228,1,1,861.43396,56.875282,50.516357,39.356956,861.51074,869.05438,1387.2316,5191.9023,10126.291,2226.2014,2172.7681,1893.131,1566.276,807.06226,1-222,1-228,222228,1
40,49,222,251,1,1,2196.8525,106.9229,104.68353,95.618958,2197.0364,2214.8108,3093.2983,8392.2227,15437.362,4620.5078,4569.8369,4447.9497,3988.979,2206.7441,1-222,1-251,222251,1
40,57,222,342,1,1,15616.886,723.92291,720.45868,698.26385,15617.251,15652.859,17850.943,34213.227,58017.746,29192.932,29284.227,28934.666,27556.111,15588.625,1-222,1-342,222342,1
40,52,222,370,1,1,7582.0249,361.92291,359.9899,353.35956,7582.4331,7622.1777,9796.834,21445.613,37214.824,15668.179,15595.314,15331.361,14874.672,7520.0278,1-222,1-370,222370,1
40,48,222,377,1,1,3163.9192,206.91383,204.17549,195.88934,3164.1926,3190.677,4491.7314,11868.935,22013.529,8356.5098,8328.0283,8292.3574,8008.0308,3128.2717,1-222,1-377,222377,1
40,43,222,44,1,1,8341.8262,364.75284,328.47116,297.73999,8345.7246,8690.5947,16980.463,62973.215,122987.92,11499.561,9764.0527,9105.6816,8848.4883,8181.0425,1-222,1-44,22244,1
40,44,222,45,1,1,6961.8735,286.70975,244.14575,205.47569,6963.2065,7091.9019,12380.521,42298.078,81620.086,8676.6777,7268.4067,6389.5366,5798.1152,6959.5439,1-222,1-45,22245,1
40,42,222,46,1,1,7529.0571,293.24265,241.0589,198.77275,7531.2134,7733.0293,14063.033,49659.27,96319.805,9661.1719,7747.5479,6507.1348,5529.8022,7476.6069,1-222,1-46,22246,1
40,58,222,502,1,1,11703.369,491.92291,490.10709,483.86755,11704.254,11790.323,14626.072,30332.834,51440.109,22753.693,22633.953,22479.49,22178.012,11604.607,1-222,1-502,222502,1
40,59,222,504,1,1,13994.46,610.92291,609.06842,601.25195,13995.101,14057.509,16992.539,36211.578,61655.234,27458.264,27448.209,27342.807,26822.801,14001.452,1-222,1-504,222504,1
40,56,222,84,1,1,13765.46,636.42175,635.2558,628.23334,13766.926,13904.653,17536.746,34395.938,58141.992,27507.479,27203.146,26976.738,26610.938,13691.667,1-222,1-84,22284,1
40,90,222,16,1,2A,16319.833,672.19952,619.30634,566.93597,16326.203,16909.619,32872.336,115564.25,222392.97,23244.348,21221.232,19915.98,18698.098,15961.919,1-222,2-16,22216,
40,89,222,18,1,2A,15694.504,640.23358,590.18976,540.97668,15700.828,16278.303,32257.42,114669.75,220924.41,22013.486,20083.305,18871.961,17906.117,15371.909,1-222,2-18,22218,
40,87,222,20,1,2A,15550.263,619.83899,567.21179,525.19617,15556.632,16139.682,31887.545,114703.25,221057.03,21254.688,19343.555,18169.9,17490.473,15223.248,1-222,2-20,22220,
40,86,222,22,1,2A,14656.285,572.90704,528.73114,496.44385,14662.218,15205.083,30244.758,112743.34,219582.88,20028.168,18248.852,17252.482,16749.711,14323.453,1-222,2-22,22222,
40,83,222,25,1,2A,13746.625,569.58276,519.31055,484.33121,13752.46,14284.272,28247.592,104117.32,202986.09,20190.418,18286.094,17133.777,16503.693,13399.315,1-222,2-25,22225,
40,85,222,26,1,2A,14080.949,599.47845,549.01727,496.7601,14086.027,14558.693,28735.258,106698.01,208100.72,21618.311,19943.547,18404.35,16986.744,13733.836,1-222,2-26,22226,
40,82,222,27,1,2A,13274.852,569.01135,521.42596,470.802,13279.987,13754.523,27621.625,102503.27,199909.64,19928.357,18631.277,17514.881,16275.846,12892.303,1-222,2-27,22227,
40,77,222,276,1,2A,10189.493,418.15646,378.26532,347.91983,10192.61,10484.294,20993.578,79394.125,155269.88,15992.669,14848.548,13894.616,13085.498,10095.117,1-222,2-276,222276,
40,79,222,29,1,2A,13189.184,542.20636,495.4057,451.66528,13194.04,13646.474,27117.586,100530.2,196187.34,19765.607,18337.424,17053.564,15869.336,12902.55,1-222,2-29,22229,
40,80,222,32,1,2A,12415.932,518.50793,473.61868,436.27161,12420.771,12868.804,26057.49,97747.648,191030.73,18762.84,17492.428,16462.148,15530.073,12043.801,1-222,2-32,22232,
40,96,222,33,1,2A,12431.195,511.92743,447.28793,392.54489,12439.764,13103.479,26968.703,100354.47,195912.63,15419.339,13243.277,12100.009,11496.216,12454.488,1-222,2-33,22233,
40,95,222,34,1,2A,11915.488,506.41269,444.85782,387.11157,11923.09,12538.329,25709.137,95238.063,185829.59,14993.736,13236.16,12091.316,11411.792,11930.261,1-222,2-34,22234,
40,76,222,37,1,2A,10020.863,418.25171,371.7204,331.93097,10027.658,10568.499,23157.92,87854.695,171871.38,12613.485,11338.949,10540.014,10237.085,10050.439,1-222,2-37,22237,
40,72,222,378,1,3A,25735.877,1085.5103,1024.0857,956.98047,25745.045,26529.287,40423.129,117530.27,218155.14,47424.266,45376.254,43501.18,40902.137,25429.217,1-222,4-378,222378,
40,70,222,400,1,3A,30242.736,1288.7166,1233.9203,1172.6017,30252.234,31067.762,46283.676,128629.84,236920.55,59321.043,57234.535,55699.449,53326.465,29950.713,1-222,4-400,222400,
40,67,222,404,1,3A,42631.383,1812.4445,1761.6895,1710.5389,42640.766,43444.957,57514.426,136402.92,244028.94,83072.969,81246.609,79837.773,78120.125,42342.676,1-222,4-404,222404,
40,68,222,412,1,3A,36469.945,1601.2494,1530.8602,1447.5585,36479.25,37276.488,51613.785,130960.52,237195.84,74894.086,72275.227,69659.664,65896.906,36169.449,1-222,4-412,222412,
40,71,222,496,1,3A,27643.793,1171.5487,1120.0988,1063.6548,27652.688,28410.318,41295.215,111804.34,205236.64,53008.871,51158.664,49597.828,47321.68,27312.316,1-222,4-496,222496,
40,66,222,501,1,3A,46072.316,1910.9569,1851.5443,1790.3524,46081.691,46886.449,62438.602,148480,262399.34,87809.633,85959.07,84546.813,83036.438,45763.73,1-222,4-501,222501,
40,69,222,507,1,3A,33201.309,1464.7823,1409.912,1340.7666,33210.301,33977.699,47651.891,121334.11,219938.16,69727.008,67692.914,65648.648,62220.102,32855.043,1-222,4-507,222507,
