idi,idj,farmi,farmj,bmai,bmaj,dij1,dij2,dij3,dij4,dij5,dij6,dij7,dij8,dij9,dij10,dij11,dij12,dij13,dij14,fbi,fbj,farmij,bma1
7,77,403,276,3B,2A,54322.324,2497.0771,2431.9785,2380.1167,54328.359,54856.535,70563.875,179995,321579.72,186597.22,185161.06,183869.94,183065.59,54071.859,5-403,2-276,403276,
7,79,403,29,3B,2A,54546.867,2380.7529,2314.8293,2264.1589,54551.18,54960.785,69873.414,165802.31,283819.22,175990.83,174359.39,172818.02,171044.63,54245.602,5-403,2-29,40329,
7,80,403,32,3B,2A,54611.68,2488.8933,2414.4651,2353.0601,54616.316,55050.75,70407.102,167724.03,287221.84,182401.86,180941.61,179447.61,177880.17,54381.645,5-403,2-32,40332,
7,96,403,33,3B,2A,57545.699,2558.1428,2473.8547,2404.3579,57551.023,58047.957,76808.602,200055.94,353766.59,184207.55,181714.11,180119.63,178705.2,57329.668,5-403,2-33,40333,
7,95,403,34,3B,2A,57000.699,2544.0454,2462.9084,2390.6965,57005.84,57486.227,75549.031,194939.53,343683.56,183214.41,181270.05,179730.03,178271.92,56805.441,5-403,2-34,40334,
7,76,403,37,3B,2A,55946.66,2544.1768,2468.7246,2402.2478,55951.871,56437.906,73409.977,190007.33,334122,183526.67,181964.55,180431,179012.53,55695.836,5-403,2-37,40337,
7,15,403,172,3B,2B,8745.0879,408.83221,380.64606,363.77228,8745.2588,8762.0576,10095.415,22698.252,40867.266,9259.4961,8603.7178,8215.3252,7866.4536,8715.4785,5-403,3-172,403172,
7,20,403,2,3B,2B,15295.999,680.13605,629.32184,590.99023,15296.33,15328.929,17695.49,38609.051,68950.422,14467.46,13382.043,12621.717,12065.019,15194.293,5-403,3-2,4032,
7,18,403,282,3B,2B,11545.521,552.03174,514.68707,472.89575,11545.741,11567.44,13300.531,29519.574,52948.379,11713.469,11157.96,10590.372,9996.5586,11504.988,5-403,3-282A,403282,
7,16,403,300,3B,2B,10097.229,492.50113,457.80011,425.68329,10097.491,10123.428,12085.352,28125.484,50895.766,10672.877,10085.995,9590.0771,9164.3779,10088.208,5-403,3-300,403300,
7,11,403,316,3B,2B,5184.8188,214.54195,213.78108,212.4664,5185.2383,5226.3467,7221.0713,16379.895,29162.656,4980.8687,4972.4194,4985.5405,5005.9063,5125.0288,5-403,3-316,403316,
7,19,403,349,3B,2B,15238.455,700.59637,643.37537,597.08459,15238.733,15266.246,17374.258,36977.391,65643.039,14627.724,13616.751,12742.342,12107,15045.672,5-403,3-349,403349,
7,21,403,350,3B,2B,15516.72,686.74829,635.36108,599.58557,15517.378,15580.271,18458.105,41388.684,74395.656,14781.948,13623.748,12798.02,12295.683,15435.688,5-403,3-350,403350,
7,14,403,503,3B,2B,9406.5059,428.46484,402.81857,391.06128,9407.2383,9476.2148,11535.947,27713.672,50322.121,9723.791,9093.5166,8812.123,8631.0088,9322.8613,5-403,3-503,403503,
7,72,403,378,3B,3A,53894.879,2266.7529,2220.2522,2152.0547,53898.922,54288.512,66893.172,151082.98,261020.14,159770.36,158927.77,158115.42,157084.97,53782.91,5-403,4-378,403378,
7,70,403,400,3B,3A,57159.402,2478.2268,2441.6531,2391.8684,57161.402,57356.082,69210.211,156342.55,271681.25,183690.56,182919.2,182442.97,181471.33,57132.871,5-403,4-400,403400,
7,67,403,404,3B,3A,62591.535,3000.9888,2967.0596,2920.7131,62592.898,62726.137,71792.688,152137.58,265234.47,205296.83,204790.98,204524.98,204204.84,62612.766,5-403,4-404,403404,
7,68,403,412,3B,3A,61834.211,2785.8708,2747.6021,2695.793,61835.785,61989.684,72202.82,157084.73,271315.91,197216.39,196248.81,195715.89,194938.36,61828.605,5-403,4-412,403412,
7,71,403,496,3B,3A,54809.43,2344.6484,2310.3789,2258.4946,54811.078,54972.703,65410.238,143742.63,246568.39,174217.03,173572.8,173097.34,172116.73,54728.781,5-403,4-496,403496,
7,66,403,501,3B,3A,62898.379,3104.644,3058.5972,2997.0876,62899.859,63044.953,72832.719,154839.39,267477.13,219201.09,218390.7,217854.47,217366.22,62870.672,5-403,4-501,403501,
7,69,403,507,3B,3A,59576.098,2646.6621,2611.6057,2561.2249,59577.473,59711.813,68876.57,147650.55,254253.16,191847.8,191259.3,190810.69,190037.08,59510.008,5-403,4-507,403507,
7,9,403,202,3B,3B,3937.1689,203.99319,191.81261,175.53894,3937.4185,3961.8521,5197.4077,12143.862,21433.387,4423.7554,4167.731,3946.8691,3614.3381,3928.522,5-403,5-202,403202,
7,8,403,292,3B,3B,4107.5767,191.38322,177.53838,163.63985,4108.0557,4154.6602,5858.2798,13009.077,22730.023,4178.0952,3917.9819,3661.502,3404.8982,4138.8018,5-403,5-292,403292,
7,10,403,303,3B,3B,2505.4465,117,115.76026,113.58924,2505.4683,2507.6292,2711.2463,4964.1348,8104.0024,2462.3748,2420.9373,2364.2427,2268.8831,2523.7737,5-403,5-303,403303,
7,7,403,403,3B,3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-403,5-403,403403,
7,47,403,186,3B,3C,47151.434,2251.1179,2185.4028,2138.1045,47157.984,47760.383,66251.086,183818.31,330997.81,189939.61,188544.66,187305.94,186411.72,46909.793,5-403,6-186,403186,
7,46,403,206,3B,3C,46243.852,2234.2405,2165.2886,2102.147,46249.051,46736.074,64108.727,176689.5,317267.78,186424.34,184861.22,183017.41,180569.3,46017.164,5-403,6-206,403206,
5,25,408,168,3B,1,42897.734,1725.5555,1668.2582,1619.2737,42902.219,43328.66,58932.5,150033.27,270139.56,108387.8,106457.48,106179.41,106146.41,42857.32,5-408,1-168,408168,
5,39,408,179,3B,1,58961.691,2347.9661,2260.5193,2167.8037,58977.449,60088.777,85912.664,227659.63,408403.06,139900.78,137683.78,137756.58,136204.72,58901.703,5-408,1-179,408179,
5,45,408,215,3B,1,54763.66,2623.4399,2558.8816,2504.304,54772.688,55596.023,75029.945,194541.2,346691.34,214759.67,212570.02,210522.14,207535.14,54558.305,5-408,1-215,408215,
5,40,408,222,3B,1,59953.457,2374.6235,2270.8245,2182.1729,59970.758,61213.121,84424.867,225928.13,407249.41,139268.88,136588.84,136956.33,136267.03,59933.141,5-408,1-222,408222,
5,41,408,228,3B,1,60525.176,2820.1995,2734.5615,2659.2478,60535.359,61471.086,83479.891,223639.02,403039.72,221446.42,217911.61,215064.34,211505.33,60269.477,5-408,1-228,408228,
5,49,408,251,3B,1,60448.395,2820.2131,2736.9963,2667.8975,60459.465,61462.398,83274.711,220119.97,395332,221464.42,217965.75,215259,211900,60186.676,5-408,1-251,408251,
5,38,408,320,3B,1,57168.109,2250.3809,2160.8894,2083.9114,57184.637,58383.684,89262.984,239235.23,430705.19,133913.45,131754.73,132352.09,131885.11,57087.625,5-408,1-320,408320,
5,57,408,342,3B,1,72374.602,3473.0588,3394.0322,3313.6597,72382.82,73127.242,95087.328,242408.94,433709.06,240128.3,237918.75,235904.64,232660.31,72187.328,5-408,1-342,408342,
5,52,408,370,3B,1,64618,3109.5691,3031.2998,2961.2642,64627.797,65499.516,86846.648,227416.58,407998.03,225618.42,223725.56,222137.13,219653.55,64411.613,5-408,1-370,408370,
5,48,408,377,3B,1,61322.598,2419.7847,2338.4902,2265.8557,61338.367,62448.699,86107.609,226483.25,406752.25,142217.89,140295.39,141085.16,140328.86,61286.668,5-408,1-377,408377,
5,43,408,44,3B,1,53169.051,2537.8979,2479.2961,2429.5276,53180,53976.016,71689.648,184523.91,327200.69,211452.77,209579.38,207729.09,204644.92,52978.375,5-408,1-44,40844,
5,44,408,45,3B,1,54292.93,2612.2856,2546.8513,2495.7144,54302.648,55186.531,75811.695,197466.72,352375.88,214972.53,212827.39,210943.67,208217.08,54058.418,5-408,1-45,40845,
5,42,408,46,3B,1,54443.535,2628.7188,2555.3152,2492.2947,54474.398,55819.805,78354.32,208990.59,374616.31,213098.13,210826.78,208810.66,206185.33,54238.664,5-408,1-46,40846,
5,58,408,502,3B,1,68461.086,3236.2085,3156.9988,3090.5398,68469.25,69208.008,90672.18,234579.36,420075.53,235511.47,232950.13,231056.48,228585.94,68203.313,5-408,1-502,408502,
5,59,408,504,3B,1,69364.516,3244.3311,3159.4219,3063.9771,69372.906,70133.539,92572.961,240443.83,430605.38,221478.42,219345.55,217182,214231.3,69191.203,5-408,1-504,408504,
5,33,408,51,3B,1,48758.07,1936.83,1859.2046,1785.3248,48770.477,49689.676,71845.07,198426.73,364432.78,119907.86,117056.16,115696.95,114216.41,48765.754,5-408,1-51,40851,
5,29,408,52,3B,1,48764.598,2028.4308,1954.2944,1871.5691,48770.203,49300.418,68504.859,180649.66,328417.13,122218.94,120233.59,119488.66,118069.91,48692.145,5-408,1-52,40852,
5,28,408,53,3B,1,49068.895,1997.1473,1927.376,1854.6086,49074.234,49581.57,68762.352,181122.36,329298.94,120589.18,117940.77,117284.88,116534.12,49092.289,5-408,1-53,40853,
5,27,408,54,3B,1,48578.191,1971.542,1906.583,1840.2986,48583.691,49102.949,67823.797,177165.08,321393.94,119695.27,117247.46,116776.67,116184.04,48526.621,5-408,1-54,40854,
5,26,408,55,3B,1,44030.934,1803.8889,1743.5764,1676.2301,44035.516,44471.336,60400.906,153741.72,277060.66,111386.13,109374.08,108773.59,108093.55,44030.016,5-408,1-55,40855,
5,34,408,57,3B,1,50034.469,1963.4241,1893.7793,1834.6326,50045.27,51026.859,78293.453,228573.25,423642.06,119272.53,116868.64,116956.14,116659.97,50021.41,5-408,1-57,40857,
5,36,408,59,3B,1,53193.797,2065.6304,1986.47,1916.7382,53205.797,54284.969,87562.18,270258.75,506206.31,123295.8,121246.02,122164.29,122383.27,53159.535,5-408,1-59,40859,
5,56,408,84,3B,1,70523.172,3367.2788,3289.6182,3225.7014,70532.227,71351.938,94343.266,242591.66,433833.31,241213.56,238211.83,235816.95,232545.13,70290.367,5-408,1-84,40884,
5,90,408,16,3B,2A,57454.422,2509.186,2436.4021,2377.1479,57458.711,57848.402,72826.055,172013.91,293888.72,180383.53,178121.38,176400.75,174309.77,57241.762,5-408,2-16,40816,
5,89,408,18,3B,2A,57015.496,2522.3379,2452.4998,2391.8245,57019.25,57375.168,72467.414,171119.41,292420.16,182113.23,180099.95,178437.42,176293.8,56817.512,5-408,2-18,40818,
5,87,408,20,3B,2A,57451.172,2554.533,2482.0344,2407.1389,57454.465,57769.426,72463.914,171152.92,292552.75,182384.09,180378.03,178598.84,176089.44,57249.008,5-408,2-20,40820,
5,86,408,22,3B,2A,56453.637,2509.3152,2442.2729,2376.9519,56457.844,56845.676,71794.555,170280.25,291078.63,180830.48,179091.23,177341.97,175021.97,56266.332,5-408,2-22,40822,
5,83,408,25,3B,2A,55848.582,2504.78,2439.467,2385.3115,55854.035,56350.945,72534.742,174633.89,299537.84,181443.67,179486.8,177966.39,176180.03,55590.832,5-408,2-25,40825,
5,85,408,26,3B,2A,55064.664,2469.7029,2406.1934,2351.3645,55069.102,55485.926,70107.984,164990.69,280991.78,179953.16,178510.84,176946.58,174922.42,54842.309,5-408,2-26,40826,
5,82,408,27,3B,2A,55632.883,2441.9001,2379.0132,2322.7417,55638.703,56167.191,72293.766,173004.83,296461.38,177447.34,175789.25,174325.91,172400.61,55425.309,5-408,2-27,40827,
5,77,408,276,3B,2A,55141.906,2533.4919,2473.6489,2425.1238,55147.992,55681.156,71765.383,181581.77,322898,187355.53,185738.48,184500.63,183686.8,54910.113,5-408,2-276,408276,
5,79,408,29,3B,2A,55366.449,2428.3833,2366.7441,2318.5869,55370.816,55785.406,71074.922,167389.08,285503.84,177405.8,175606.31,174144.92,172396.5,55083.859,5-408,2-29,40829,
5,80,408,32,3B,2A,55431.266,2517.7278,2448.6687,2390.397,55435.949,55875.371,71608.602,169310.8,288906.47,182663.7,181051.69,179663.08,178147.45,55219.898,5-408,2-32,40832,
5,96,408,33,3B,2A,58365.285,2607.1836,2527.9773,2461.6877,58370.656,58872.578,78010.102,201642.72,355451.22,185533.88,182880.97,181386.88,180000.44,58167.922,5-408,2-33,40833,
5,95,408,34,3B,2A,57820.285,2602.4331,2525.8704,2456.2563,57825.477,58310.844,76750.539,196526.3,345368.19,184981.22,182862.88,181410.13,179975.02,57643.695,5-408,2-34,40834,
5,76,408,37,3B,2A,56766.246,2586.585,2516.0332,2452.6218,56771.504,57262.527,74611.484,191594.09,335806.63,184052.56,182324.33,180891.34,179525.33,56534.09,5-408,2-37,40837,
5,15,408,172,3B,2B,9564.6719,470.00455,445.2558,426.55951,9564.8926,9586.6787,11296.921,24285.02,42539.426,10850.943,10122.137,9781.0127,9412.4365,9553.7334,5-408,3-172,408172,
5,20,408,2,3B,2B,16115.583,734.85944,689.51459,654.50574,16115.964,16153.55,18896.998,40195.82,70622.586,16055.228,14834.433,14170.948,13643.868,16032.549,5-408,3-2,4082,
5,18,408,282,3B,2B,12365.104,591.43311,555.32062,521.40283,12365.375,12392.062,14502.038,31106.342,54620.535,13148.618,12317.196,11744.119,11163.901,12343.243,5-408,3-282A,408282,
5,16,408,300,3B,2B,10916.813,547.79364,517.77277,488.7543,10917.126,10948.049,13286.858,29712.252,52567.922,12292.464,11506.765,11118.594,10708.4,10926.464,5-408,3-300,408300,
5,11,408,316,3B,2B,5776.5732,254.00453,253.4539,253.94757,5777.0278,5820.6484,7641.5591,17964.818,30834.814,6436.9238,6321.6172,6301.6431,6323.2412,5714.8818,5-408,3-316,408316,
5,19,408,349,3B,2B,16058.039,756.69385,704.724,661.52063,16058.368,16090.867,18575.764,38564.16,67315.195,16235.393,15094.656,14316.187,13705.463,15883.927,5-408,3-349,408349,
5,21,408,350,3B,2B,16336.304,742.56915,696.3736,663.50037,16337.013,16404.891,19659.611,42975.453,76067.813,16394.369,15093.354,14355.838,13874.658,16273.943,5-408,3-350,408350,
5,14,408,503,3B,2B,10226.09,495.76416,473.11243,459.44992,10226.873,10300.836,12704.779,29300.441,52006.746,11516.806,10817.473,10556.268,10337.038,10161.116,5-408,3-503,408503,
5,72,408,378,3B,3A,54714.461,2284.3923,2233.5486,2179.6875,54718.559,55113.133,68094.68,152667.91,262704.75,159719.89,158395.2,157531.31,156823.17,54621.168,5-408,4-378,408378,
5,70,408,400,3B,3A,57978.984,2524.7461,2482.8799,2442.3386,57981.039,58180.703,70411.719,157927.47,273365.88,184901.47,183568.8,182966.59,181962.8,57971.125,5-408,4-400,408400,
5,67,408,404,3B,3A,63411.121,3035.9116,2995.7097,2961.25,63412.531,63550.758,72994.195,153722.5,266919.09,207615.39,206594.58,206203.17,206012.25,63451.023,5-408,4-404,408404,
5,68,408,412,3B,3A,62653.793,2801.2495,2757.1702,2717.9092,62655.418,62814.305,73404.328,158669.66,273000.53,197144.36,195713.58,195092.16,194480.14,62666.863,5-408,4-412,408412,
5,71,408,496,3B,3A,55629.012,2382.4263,2341.1755,2303.0923,55630.711,55797.324,66611.742,145327.56,248253.02,175808.58,174615.45,174011.92,173127.63,55567.035,5-408,4-496,408496,
5,66,408,501,3B,3A,63717.961,3122.5691,3072.0786,3023.3337,63719.496,63869.574,74034.227,156424.31,269161.75,219468.89,218213.67,217634.66,217334.31,63708.93,5-408,4-501,408501,
5,69,408,507,3B,3A,60395.684,2666.8096,2625.6199,2584.739,60397.105,60536.434,70078.078,149235.47,255937.78,190634.8,189483.75,188940.27,188347.23,60348.262,5-408,4-507,408507,
5,9,408,202,3B,3B,5208.6772,250.43538,240.64128,216.94391,5208.9009,5230.8174,6518.041,14192,25123.467,5377.5513,5107.686,4965.8022,4505.6069,5103.9072,5-408,5-202,408202,
5,8,408,292,3B,3B,5379.0854,223.80272,213.8596,193.78906,5379.5381,5423.625,7178.9136,15057.214,26420.102,4918.3784,4610.8394,4436.2295,4060.0261,5314.187,5-408,5-292,408292,
5,6,408,3,3B,3B,4604.3652,218.56917,206.13683,190.33699,4604.5776,4625.4468,6004.5137,14791.6,26322.377,4294.3975,3972.7817,3960.7561,3900.6851,4462.4077,5-408,5-3,4083,
5,10,408,303,3B,3B,3984.0684,178.79819,175.44676,165.80963,3984.1011,3987.3428,4281.5024,7342.3521,11726.625,3800.6431,3738.2869,3615.6721,3349.7461,3947.7974,5-408,5-303,408303,
5,7,408,403,3B,3B,1478.6218,69,67.337303,60.605244,1478.6428,1480.7161,1662.6604,2761.4819,4248.9736,1549.6265,1520.7192,1449.0891,1265.9337,1424.0237,5-408,5-403,408403,
5,5,408,408,3B,3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-408,5-408,408408,
5,47,408,186,3B,3C,47971.016,2296.7053,2235.5371,2191.498,47977.617,48585.004,67452.586,183673.44,332316.09,190731.56,189171.97,188021.69,187179.95,47748.047,5-408,6-186,408186,
5,46,408,206,3B,3C,47063.434,2280.5488,2215.781,2154.9358,47068.688,47560.695,65310.234,176544.63,318586.06,187805.92,186070.48,184299.34,181865.34,46855.418,5-408,6-206,408206,
2,25,413,168,3B,1,37266.145,1528.4762,1483.2004,1436.078,37270.332,37667.137,51892.703,132318.09,238750.98,103459.27,102283.82,102587.13,103056.77,37225.199,5-413,1-168,413168,
2,39,413,179,3B,1,53330.102,2138.9819,2064.3818,1974.9572,53345.559,54427.254,83371.195,209747.78,377014.5,134222.91,132813.77,133534.08,132573.27,53269.582,5-413,1-179,413179,
2,45,413,215,3B,1,51030.105,2103.7551,2071.6067,2032.2533,51042.402,52153.777,73730.727,176629.38,315302.75,161995.27,160741.64,161552.45,162193.94,50983.156,5-413,1-215,413215,
2,40,413,222,3B,1,54321.867,2170.7688,2079.3206,1992.9973,54338.867,55551.598,83125.648,208016.3,375860.81,133883.98,131965.42,132951.2,132812.53,54301.02,5-413,1-222,413222,
2,41,413,228,3B,1,55066.141,2225.2654,2131.0869,2032.8542,55083.133,56308.973,82180.672,205727.19,371651.13,136601.48,134496.34,135113.38,134483.7,55049.508,5-413,1-228,413228,
2,49,413,251,3B,1,56401.559,2303.0181,2234.7085,2161.0603,56417.094,57506.551,81975.492,202208.14,363943.44,141462.81,140314.36,141739.2,141057.47,56390.609,5-413,1-251,413251,
2,38,413,320,3B,1,51536.52,2041.8163,1965.1731,1891.1224,51552.746,52722.156,83524.289,221323.41,399316.59,128385.28,126973.25,128193.03,128284.26,51455.504,5-413,1-320,413320,
2,57,413,342,3B,1,67046.273,2645.5759,2576.3069,2481.3079,67056.805,68036.719,93788.109,224497.11,402320.47,148141.44,147226.86,148895.7,148594.89,67037.469,5-413,1-342,413342,
2,52,413,370,3B,1,60523.34,2425.3674,2359.1636,2289.8147,60538.996,61637.965,85547.438,209504.75,376609.47,143845.56,142858.98,144607.78,144838.95,60460.703,5-413,1-370,413370,
2,48,413,377,3B,1,55691.008,2214.0068,2145.6592,2075.8467,55706.477,56787.172,84808.391,208571.42,375363.66,136757.42,135603.09,137023,136825.98,55654.551,5-413,1-377,413377,
2,43,413,44,3B,1,49435.496,2020.0159,1991.282,1959.3832,49449.719,50595.348,70390.43,166612.08,295812.09,158936.36,158074.19,159204.53,160304.52,49403.227,5-413,1-44,41344,
2,44,413,45,3B,1,50559.375,2087.186,2053.6721,2017.9792,50572.367,51744.289,74512.477,179554.89,320987.28,161093.66,159959.86,160941.19,161846.56,50483.27,5-413,1-45,41345,
2,42,413,46,3B,1,50709.98,2110.3105,2067.4182,2023.7141,50741.504,52240.129,77055.102,191078.77,343227.72,162800.56,161263.2,161585.52,161308.61,50663.516,5-413,1-46,41346,
2,58,413,502,3B,1,64727.527,2724.1814,2676.3176,2623.7568,64739.789,65835.813,89372.969,216667.53,388686.94,190852.36,188489.08,188661.97,188600.23,64628.164,5-413,1-502,413502,
2,59,413,504,3B,1,65630.961,2701.771,2651.6418,2603.7612,65643.445,66761.352,91273.75,222532,399216.81,188255.23,185981.36,186269.41,186378.53,65616.055,5-413,1-504,413504,
2,33,413,51,3B,1,43126.48,1732.6599,1667.5634,1597.2516,43138.59,44028.152,64805.273,180711.55,333044.19,114524.29,112436.28,111717.41,110826.12,43133.633,5-413,1-51,41351,
2,29,413,52,3B,1,43133.008,1834.0227,1771.8197,1690.6215,43138.313,43638.895,61465.063,162934.48,297028.53,117393.82,116151.22,115987.22,115065.55,43060.023,5-413,1-52,41352,
2,28,413,53,3B,1,43437.309,1802.7914,1745.0321,1674.0459,43442.344,43920.043,61722.551,163407.19,297910.34,115793.5,113887.22,113815.09,113574.13,43460.168,5-413,1-53,41353,
2,27,413,54,3B,1,42946.602,1776.9841,1723.8317,1659.2303,42951.801,43441.422,60784,159449.91,290005.34,114855.05,113154.01,113261.21,113168.25,42894.5,5-413,1-54,41354,
2,26,413,55,3B,1,38399.344,1608.288,1559.9137,1494.3984,38403.625,38809.809,53361.105,136026.55,245672.06,106469.99,105205.34,105189.02,105016.72,38397.898,5-413,1-55,41355,
2,34,413,57,3B,1,44402.879,1767.4762,1709.213,1652.7014,44413.383,45365.332,71253.656,210858.08,392253.47,114308.76,112677.09,113364.07,113590.99,44389.289,5-413,1-57,41357,
2,36,413,59,3B,1,47562.207,1866.7845,1799.1333,1732.5875,47573.906,48623.441,80522.383,252543.58,474817.75,118198.08,116899.59,118404.41,119131.84,47527.414,5-413,1-59,41359,
2,56,413,84,3B,1,65940.453,2611.1428,2546.2017,2474.6221,65956.797,67121.867,93044.047,224679.83,402444.72,148153.3,146995.95,148723.33,148764.66,65886.43,5-413,1-84,41384,
2,90,413,16,3B,2A,58277.359,2429.1497,2395.3289,2359.782,58283.152,58836.32,72471.422,159790.2,281304.41,203762.92,202703.39,202504.69,200766.89,58224.984,5-413,2-16,41316,
2,89,413,18,3B,2A,57652.031,2393.2856,2357.7437,2306.5862,57657.777,58205.004,72112.773,158895.7,279835.81,199932.31,198980.91,198797.3,196893.83,57634.973,5-413,2-18,41318,
2,87,413,20,3B,2A,57507.789,2371.9841,2333.2761,2290.0239,57513.578,58066.383,72109.273,158929.2,279968.44,199232.03,198294.59,198147.97,196554.34,57486.313,5-413,2-20,41320,
2,86,413,22,3B,2A,56613.813,2339.644,2308.6467,2274.1436,56619.164,57131.785,71439.914,158056.53,278494.31,198484.89,197554.47,197573,196185.05,56586.516,5-413,2-22,41322,
2,83,413,25,3B,2A,55704.152,2281.4194,2247.9209,2213.104,55709.25,56197.281,72180.102,162410.19,286953.5,195384.44,194503.27,194391.69,192885.59,55662.379,5-413,2-25,41325,
2,85,413,26,3B,2A,55452.664,2337.8096,2310.6182,2269.1865,55458.379,56004.227,69753.344,152766.98,268407.44,199813.97,198581,198209.31,196294.33,55411.129,5-413,2-26,41326,
2,82,413,27,3B,2A,55056.637,2305.0386,2280.1685,2236.416,55061.855,55560.203,71925.25,160781.13,283877.06,197549.5,197142.11,197203.23,195294.67,54979.637,5-413,2-27,41327,
2,77,413,276,3B,2A,52858.145,2171.3765,2152.0398,2146.3462,52865.352,53551.898,70517.883,164109.17,291509.41,190981.78,190874.19,192098.84,193656.42,52826.793,5-413,2-276,413276,
2,79,413,29,3B,2A,54458.383,2254.6213,2237.0725,2209.5974,54464.41,55033.949,70720.281,155165.38,272919.53,196142.08,195584.72,195754.41,194294.56,54521.27,5-413,2-29,41329,
2,80,413,32,3B,2A,54183.07,2251.3628,2229.0208,2198.7935,54188.039,54663.621,70361.117,157087.09,276322.16,196130.56,195716.36,195883.98,194366.11,54131.133,5-413,2-32,41332,
2,96,413,33,3B,2A,56620.016,2299.8391,2271.0195,2249.0503,56628.035,57381.684,76762.617,185650,333179.53,199047.58,197318.66,197383.45,197277.09,56581.883,5-413,2-33,41333,
2,95,413,34,3B,2A,56075.02,2287.2019,2261.4788,2236.9343,56082.855,56819.949,75503.047,180533.59,323096.5,197980.7,196780.33,196906.31,196776.48,56057.652,5-413,2-34,41334,
2,76,413,37,3B,2A,54151.102,2230.542,2215.3545,2200.6121,54159.336,54937.609,73363.984,174316.34,311410,199736.2,198576.53,198033.39,196796.33,54119.254,5-413,2-37,41337,
2,15,413,172,3B,2B,15248.776,678.7619,642.55505,576.55023,15249.102,15281.17,17728.43,37318.168,65343.527,15073.086,14220.565,13683.046,12469.074,15244.431,5-413,3-172,413172,
2,20,413,2,3B,2B,21799.688,942.14966,885.19214,802.8974,21800.172,21848.041,25328.506,53228.965,93426.688,20253.234,18884.975,18024.939,16657.889,21723.246,5-413,3-2,4132,
2,18,413,282,3B,2B,18049.209,799.59412,750.34802,669.18353,18049.584,18086.553,20933.547,44139.488,77424.641,17346.775,16320.871,15534.083,14143.691,18033.941,5-413,3-282A,413282,
2,16,413,300,3B,2B,16600.916,754.98865,713.60974,637.7171,16601.334,16642.539,19718.367,42745.398,75372.023,16505.889,15609.114,15019.166,13756.779,16617.16,5-413,3-300,413300,
2,11,413,316,3B,2B,11460.677,456.74149,449.29031,446.67413,11461.508,11541.996,15335.232,31714.33,55165.652,11120.092,10592.775,10532.668,10573.062,11405.579,5-413,3-316,413316,
2,19,413,349,3B,2B,21742.143,961.29022,898.46344,808.57489,21742.576,21785.359,25007.273,51597.305,90119.297,20387.119,19103.176,18142.514,16700.293,21574.623,5-413,3-349,413349,
2,21,413,350,3B,2B,22020.408,946.96143,889.47827,809.77472,22021.221,22099.383,26091.121,56008.602,98871.922,20543.084,19096.281,18168.051,16857.627,21964.641,5-413,3-350,413350,
2,14,413,503,3B,2B,15910.193,703.60547,668.97559,607.86847,15911.081,15995.327,19168.963,42333.586,75166.898,15729.534,14893.735,14424.074,13354.392,15851.813,5-413,3-503,413503,
2,72,413,378,3B,3A,60398.566,2496.0498,2433.4092,2331.3228,60402.766,60807.625,74351.641,152682.75,261569.39,162380,160971.63,160002.58,158670.69,60311.863,5-413,4-378,413378,
2,70,413,400,3B,3A,63663.09,2728.3242,2674.3469,2587.8699,63665.246,63875.195,76843.227,163457.27,279212.13,186741.3,185282.56,184358.78,182118.73,63661.82,5-413,4-400,413400,
2,67,413,404,3B,3A,69095.227,3243.8186,3191.1458,3109.571,69096.742,69245.25,79425.703,167107.7,286295.78,215722.78,214499.94,213787.5,212712.92,69141.719,5-413,4-404,413404,
2,68,413,412,3B,3A,68337.898,3031.5239,2974.7317,2887.7114,68339.625,68508.797,79835.836,165472.5,279487.44,201873.08,200447.83,199628.83,198254.58,68357.563,5-413,4-412,413412,
2,71,413,496,3B,3A,61313.117,2591.8889,2539.2393,2453.2693,61314.922,61491.816,73043.258,146956.41,248650.89,176450.17,174980.7,173893.5,171707.5,61257.734,5-413,4-496,413496,
2,66,413,501,3B,3A,69402.063,3345.551,3292.2344,3205.4241,69403.703,69564.07,80465.734,169809.52,292464.03,237139.3,235888.78,235120.03,233514.02,69399.625,5-413,4-501,413501,
2,69,413,507,3B,3A,66079.789,2876.8821,2824.1504,2737.5596,66081.313,66230.922,76509.586,155846.09,262229.72,194902.67,193635.02,192862.94,191360.23,66038.961,5-413,4-507,413507,
2,9,413,202,3B,3B,5052.1777,247.62585,219.59071,186.71635,5052.2783,5062.2148,5750.8174,11357.603,19566.088,6344.3911,5777.0107,5375.9087,4881.0698,5076.5234,5-413,5-202,413202,
2,3,413,270,3B,3B,2966.1106,159.96825,157.18561,146.54657,2966.1372,2968.7634,3211.5029,6000.4849,10098.555,4792.5298,4765.6938,4593.1953,3960.3264,2997.2192,5-413,5-270,413270,
2,8,413,292,3B,3B,4190.7437,200.9093,181.5925,155.88066,4190.8569,4202.0337,4989.2617,10835.22,18928.756,5316.3022,4888.3901,4574.2827,4138.8135,4169.4844,5-413,5-292,413292,
2,6,413,3,3B,3B,4250.3569,255,249.86258,210.9052,4250.3877,4253.4609,4510.7671,7481.5132,12118.422,7088.376,7011.5142,6712.0874,5577.6392,4235.5405,5-413,5-3,4133,
2,10,413,303,3B,3B,7852.1567,412.90704,401.44498,358.3783,7852.2881,7865.2339,8839.0781,17370.955,29835.703,9911.6523,9701.5244,9460.1592,8446.3857,7822.6128,5-413,5-303,413303,
